MSOA11,AbsXSMeanM,AbsXSMedianM,AbsXSL95M,AbsXSU95M,PosteriorProbabilityM,RelXSMeanM,RelXSMedianM,RelXSL95M,RelXSU95M,M40plus,XSrateM,pcIncM,AbsXSMeanF,AbsXSMedianF,AbsXSL95f,AbsXSU95F,PosteriorProbabilityF,RelXSMeanF,RelXSMedianF,RelXSL95F,RelXSU95F,F40plus,XSrateF,pcIncF
E02000001,2.625216217,2.51233107,-1.637849089,7.556488492,0.87165,1.34129605,1.304394938,0.833579134,2.055394166,2588,101.43803,34.12960502,0.415029643,0.333189978,-2.584657502,3.889127731,0.58195,1.105712527,1.060949614,0.620822523,1.846449312,2102,19.74451205,10.57125272
E02000002,3.617780096,3.494220706,-0.530106908,8.426484163,0.954125,1.510384193,1.470380187,0.93966414,2.310846768,1455,248.6446801,51.03841928,8.354167052,8.081229719,2.439643621,15.87242067,0.99825,2.161796582,2.076156516,1.273189052,3.521570847,1712,487.9770475,116.1796582
E02000003,3.985924137,3.835619439,-0.529289704,9.295326353,0.955475,1.499252939,1.458313156,0.945990838,2.2896546,2210,180.3585582,49.92529387,3.856250451,3.733551289,-1.772989194,10.22340847,0.90345,1.452711082,1.41226518,0.841532198,2.291259673,2389,161.4169297,45.27110823
E02000004,7.305979012,7.135299692,2.056073001,13.58545571,0.99825,2.004780664,1.94986346,1.23329208,3.104315417,1372,532.5057589,100.4780664,4.756209904,4.53996378,-1.232842729,11.91075221,0.93365,1.488377213,1.441634524,0.898946067,2.340079803,1699,279.9417248,48.83772128
E02000005,1.170593799,1.102477018,-2.154120232,4.754806751,0.7508,1.22362162,1.18450271,0.716742219,1.938722151,1861,62.90133256,22.36216197,0.94051454,0.855872175,-2.803377166,5.182429359,0.6729,1.164634598,1.126836489,0.662780572,1.890703096,2064,45.56756492,16.46345976
E02000007,6.739700991,6.511448192,1.383836104,13.3822162,0.994775,1.815687105,1.751977187,1.138127723,2.841143667,1891,356.4093597,81.56871047,5.431479093,5.338282025,-1.103803707,12.4788507,0.9501,1.611405646,1.573026181,0.906964756,2.553242477,2103,258.2729003,61.14056456
E02000008,6.007426906,5.879593619,-0.233987202,13.02736372,0.970225,1.592839392,1.559897968,0.981759349,2.403707629,2436,246.6102999,59.28393918,3.743058253,3.580711149,-1.784024901,10.31632681,0.897625,1.421885877,1.379913821,0.842147632,2.250875976,2770,135.1284568,42.1885877
E02000009,5.384034595,5.245281986,1.298233871,10.2575175,0.996425,1.987485683,1.932189678,1.189088202,3.110193256,1964,274.136181,98.74856829,3.697884424,3.567783211,-0.624404589,8.718269864,0.951525,1.667967441,1.610514238,0.91592254,2.750763115,2231,165.7500862,66.7967441
E02000010,3.302038542,3.17572319,-0.548373535,7.913736935,0.949075,1.498954735,1.45836999,0.932103594,2.301542653,1674,197.2543932,49.89547355,2.942334034,2.818536298,-1.194040181,7.881291816,0.908325,1.513108889,1.453766558,0.844746167,2.511908388,2056,143.109632,51.31088886
E02000011,8.835929295,8.641932265,3.089801973,15.56299514,0.9982,2.200237576,2.149578353,1.336622503,3.352667328,1442,612.7551522,120.0237576,5.776059341,5.596089214,0.361735561,12.19290798,0.98245,1.809410297,1.751591164,1.040207576,2.90299144,1495,386.3584844,80.94102967
E02000012,4.925391857,4.802352101,0.366900188,10.19046174,0.9835,1.680532704,1.642036526,1.040772811,2.544892047,2106,233.8742572,68.05327037,6.000120271,5.73436184,0.404868496,13.07832015,0.9833,1.770724121,1.694823611,1.042223863,2.909050478,2209,271.6215605,77.07241206
E02000013,2.66358769,2.547126987,-0.384771577,6.339503276,0.95345,1.526578337,1.477864142,0.939120414,2.394183142,1608,165.6460006,52.65783374,5.063811704,4.884379899,0.744875821,10.3699615,0.9911,1.96285931,1.893304001,1.112042361,3.220134048,1890,267.9265452,96.28593103
E02000014,8.661146572,8.433106666,3.18973503,15.42634796,0.99975,2.243787643,2.181372812,1.381964831,3.464524216,1883,459.9652986,124.3787643,4.025860554,3.858014578,-0.035678207,9.002190889,0.97375,1.791528348,1.714997902,0.994799115,3.048213736,2188,183.9972831,79.15283481
E02000015,3.278723359,3.1800865,-0.511980536,7.647840246,0.953575,1.568911171,1.521663064,0.930977555,2.48680865,1435,228.482464,56.89111712,3.98436608,3.843150859,-0.043274915,8.801428283,0.973475,1.808178813,1.748246409,0.993252372,2.965535802,1673,238.1569683,80.81788127
E02000016,2.011619951,1.951105737,-0.050712233,4.406476823,0.97175,1.725022915,1.66367562,0.986100217,2.801117304,1362,147.6960316,72.50229147,-0.340862337,-0.349912937,-1.37011629,0.739215709,0.251625,0.855666548,0.818697264,0.456319512,1.462546913,1281,-26.60908175,-14.43334521
E02000017,4.41867522,4.289345637,0.898957802,8.72012752,0.993425,1.974591409,1.89841633,1.154137516,3.215842059,1686,262.0803808,97.45914089,1.565467733,1.491737649,-1.406389705,4.945800604,0.8416,1.422542134,1.362811819,0.742891341,2.432713824,1657,94.47602493,42.25421345
E02000018,6.839191755,6.665034335,2.127855907,12.51062405,0.9984,2.134084807,2.073100624,1.284237487,3.322018485,1692,404.2075505,113.4084807,4.90517427,4.747595997,0.493262755,10.27204192,0.986425,1.988112556,1.906990788,1.074174838,3.364638863,1817,269.9600589,98.81125563
E02000019,6.500809953,6.331704605,2.022054787,11.95452517,0.9987,2.183107901,2.109368953,1.288062565,3.516405043,1717,378.614441,118.3107901,4.62995659,4.471311395,0.674576585,9.598705396,0.99105,2.0554303,1.971447774,1.119854343,3.482781121,1876,246.7993918,105.54303
E02000020,5.968478659,5.78554835,1.387190223,11.61404385,0.99655,1.894293721,1.835341921,1.173413273,2.965577469,2201,271.1712249,89.42937208,13.82834684,13.48382318,5.862853567,23.73056266,0.999925,3.012078938,2.896554459,1.668119451,5.007872637,2408,574.2668955,201.2078938
E02000021,7.995030956,7.770216194,2.431877365,14.81321008,0.9989,2.177168384,2.098004709,1.284623663,3.513344883,1616,494.7420146,117.7168384,6.902681125,6.673596188,0.934168163,14.23284983,0.989975,1.963153658,1.886471517,1.101518378,3.279685024,1885,366.1899801,96.31536582
E02000022,1.746816402,1.706186981,-0.033597958,3.768897662,0.97295,1.882238675,1.805920594,0.988358421,3.232121686,1223,142.8304499,88.22386747,1.089503319,1.037520813,-0.352839512,2.819350279,0.928275,1.696079069,1.60295915,0.849167959,3.059201081,1161,93.8418018,69.60790686
E02000023,1.496632006,1.430227463,-0.269229141,3.637084965,0.94905,1.62145319,1.552106301,0.915673889,2.712261573,1254,119.3486448,62.14531896,3.521032824,3.367814478,0.636105174,7.215877711,0.9944,2.329444386,2.196669239,1.174250956,4.242752648,1319,266.9471436,132.9444386
E02000024,9.93559685,9.750288642,2.860767831,18.16593623,0.998275,1.920039214,1.877186783,1.218986323,2.870960278,2807,353.95785,92.00392136,12.80546536,12.39820637,3.015221227,24.73526176,0.99705,1.881408824,1.825699076,1.174749139,2.895469214,3240,395.2304122,88.14088235
E02000025,5.993036938,5.838027812,0.759954604,12.10843014,0.987775,1.76599618,1.719376719,1.078764247,2.726628296,2066,290.0792322,76.59961796,6.242557844,6.046045033,0.367920823,13.3479553,0.981625,1.825260215,1.764598871,1.038164743,2.963701038,2277,274.1571298,82.5260215
E02000026,7.704985655,7.501900149,2.925601743,13.64669231,0.999775,2.382447816,2.304022445,1.427601936,3.783284561,1631,472.4086852,138.2447816,5.350757454,5.131910863,0.607561889,11.28359924,0.987875,1.962101179,1.870880059,1.082210236,3.340266207,1833,291.9125725,96.21011793
E02000027,9.684732153,9.539781658,2.945031223,17.24597778,0.997175,2.234007365,2.176965051,1.281729936,3.525706261,2202,439.8152658,123.4007365,8.378808127,8.128932244,0.912353005,17.27512227,0.986475,1.807542855,1.756463652,1.07018398,2.8342454,2623,319.4360704,80.75428548
E02000028,5.154605463,5.011092978,1.037187153,10.04101754,0.995425,1.872182492,1.817548296,1.141908877,2.902863723,1673,308.1055268,87.21824919,3.816891765,3.67254562,-1.103859668,9.541945689,0.9329,1.571685456,1.519431592,0.877552195,2.564093858,1724,221.3974342,57.16854562
E02000029,5.551939573,5.421299367,0.862282546,11.05922206,0.990575,1.795037223,1.748942556,1.098933902,2.760072443,2117,262.2550578,79.50372235,2.585071248,2.406045303,-1.885615152,7.9825095,0.86,1.390649319,1.3324907,0.790642002,2.338261438,2212,116.8657888,39.06493191
E02000030,5.738463309,5.581256315,-0.068896855,12.54733085,0.973625,1.512212926,1.481121213,0.994488617,2.210115897,2439,235.2793485,51.2212926,6.449110251,6.189442536,-0.608117827,14.87370338,0.96095,1.542046283,1.500403979,0.95731862,2.358326344,2951,218.5398255,54.20462829
E02000031,8.865063024,8.656987156,2.931471356,15.99086181,0.9991,2.073323053,2.015876103,1.291926615,3.176607669,1928,459.8061734,107.3323053,9.205412914,8.923052328,1.905063348,18.13616024,0.995525,1.970201528,1.901321211,1.160707247,3.177747916,2195,419.3809984,97.02015283
E02000032,7.099882262,6.930968607,1.547142863,13.56352206,0.996025,1.922366691,1.86884559,1.160903195,2.981445251,1963,361.685291,92.23666914,1.458105528,1.354886251,-2.081235212,5.571361897,0.773275,1.302581392,1.241780733,0.707809612,2.239953993,2270,64.23372371,30.25813922
E02000033,6.540647723,6.378545375,1.381153433,12.57174092,0.994375,1.875850545,1.822932314,1.149427448,2.881053843,2057,317.9702344,87.5850545,4.355407266,4.150287617,-1.135065093,10.92417322,0.936825,1.492432335,1.4438477,0.898092779,2.36107047,2376,183.3083866,49.24323348
E02000034,8.733011181,8.507584455,3.267634269,15.42588463,0.999675,2.174223528,2.113705466,1.367557684,3.331097341,2157,404.8683904,117.4223528,4.651941971,4.459920353,-0.495726856,10.93935572,0.959325,1.623824416,1.569562206,0.947806485,2.622871367,2487,187.0503406,62.38244162
E02000035,12.8340945,12.61083932,6.188627422,20.8397889,1,2.806231119,2.724117341,1.707194325,4.356666831,1997,642.6687282,180.6231119,14.69018194,14.3352147,5.637434623,25.6998491,0.9998,2.42660234,2.349648575,1.442972449,3.81950116,2235,657.2788339,142.660234
E02000036,12.10268885,11.81876619,5.039030832,20.80961522,0.99995,2.327609352,2.253066565,1.462886088,3.623747016,2554,473.8719207,132.7609352,5.307580965,5.116287911,0.808482628,10.92909944,0.991575,1.915097579,1.844036294,1.110888734,3.12568926,2706,196.1412034,91.50975791
E02000037,8.453145124,8.261349504,2.978431029,14.91520965,0.998825,2.221128826,2.156095398,1.346020401,3.445260455,2283,370.2647886,122.1128826,4.36262975,4.176108051,-0.528686153,10.2902409,0.9569,1.642089473,1.579510365,0.940971893,2.695698834,2525,172.7774158,64.20894727
E02000038,18.65629963,18.32233927,9.935108113,29.3054715,1,2.979799537,2.891920595,1.879003718,4.583348337,2668,699.2616055,197.9799537,20.21210851,19.77617766,9.715573221,33.06179449,1,2.588071269,2.519051759,1.643553955,3.931220762,2848,709.6948213,158.8071269
E02000039,3.533898521,3.413926118,0.241591023,7.504434186,0.9828,1.717385993,1.66888778,1.039982871,2.679055081,1719,205.5787388,71.73859931,4.327626197,4.17893731,0.426977764,9.045798719,0.986075,2.006238152,1.933673126,1.073353745,3.384965851,1870,231.4238608,100.6238152
E02000040,5.690009347,5.537300021,1.704100003,10.56584943,0.997825,2.192999908,2.108969332,1.283330399,3.586504638,1737,327.576819,119.2999908,3.583206548,3.41648275,-0.736247161,8.753549814,0.94405,1.647418377,1.571001186,0.900960185,2.823877375,2084,171.9388939,64.74183771
E02000041,9.480696948,9.241866019,3.755857867,16.50233546,0.99995,2.262412919,2.193913898,1.418678612,3.499312612,2203,430.3539241,126.2412919,4.846251144,4.686345198,-0.838912866,11.47904513,0.95115,1.615692533,1.564939887,0.919163775,2.614164656,2331,207.904382,61.56925334
E02000042,19.34885031,18.99346244,9.955321829,30.94726353,1,2.690514884,2.61003578,1.728151872,4.099714398,2793,692.762274,169.0514884,4.812164283,4.612547748,-1.677221553,12.47841879,0.91805,1.420526026,1.383808206,0.880216186,2.179072566,2928,164.3498731,42.05260262
E02000043,6.350053828,6.202867899,2.020331101,11.51476566,0.998275,2.151640096,2.092883933,1.291814273,3.369151521,1921,330.5598036,115.1640096,4.76571236,4.622564618,0.020793587,10.40593532,0.975525,1.808918202,1.75125945,1.002640804,2.965535931,2137,223.0094693,80.89182025
E02000044,4.684711017,4.555691565,1.157234049,8.928876251,0.9961,2.058893601,1.989544532,1.200113996,3.337119314,1750,267.6977724,105.8893601,1.258574642,1.177196182,-2.193146409,5.163585379,0.742225,1.266665645,1.21316214,0.690020982,2.134141487,2122,59.31077485,26.66656454
E02000045,2.636017626,2.55617316,-0.947311624,6.676117706,0.9216,1.454121361,1.417102185,0.876780915,2.242745216,2283,115.4628833,45.41213613,2.586117802,2.451352259,-0.906137404,6.900476311,0.9164,1.515593045,1.452882262,0.861321505,2.543047442,2593,99.7345855,51.55930447
E02000046,2.818750173,2.732137972,0.170194472,5.930139525,0.982175,1.752199634,1.696358244,1.035617869,2.79022768,1680,167.7827484,75.21996338,2.729808002,2.608739761,-0.721938466,6.952650817,0.9305,1.533134649,1.483098003,0.889434606,2.474402414,1665,163.9524325,53.31346487
E02000047,10.46023542,10.23381002,4.496343006,17.68796631,0.99995,2.467963656,2.399318697,1.510440718,3.809435043,2508,417.0747774,146.7963656,4.146562347,3.991508839,-1.526601517,10.6977293,0.916825,1.477182885,1.432719331,0.862901561,2.343553388,2761,150.1833519,47.71828846
E02000048,8.081140344,7.880306101,2.979282527,14.22096013,0.999725,2.087493317,2.038323271,1.341477414,3.099664545,2471,327.0392693,108.7493317,4.772385887,4.59319139,-0.464094336,10.97177662,0.962075,1.650069651,1.594135714,0.951710584,2.673381379,2635,181.1152139,65.00696514
E02000049,4.805276471,4.68636089,1.400722492,8.92095118,0.9984,2.193536756,2.126706199,1.267967633,3.529003663,1710,281.0103199,119.3536756,0.975371202,0.90892414,-1.094717019,3.432951171,0.808075,1.359678589,1.295476727,0.722340319,2.372966019,1954,49.91664288,35.96785893
E02000050,3.131637741,3.024878705,-0.626681108,7.493097626,0.94555,1.506764602,1.464675078,0.91972842,2.33987332,2463,127.1472895,50.67646022,4.796528266,4.591552322,0.135468414,10.60409344,0.9785,1.729564171,1.66715773,1.016770004,2.797173983,2581,185.8399173,72.95641711
E02000051,3.291927988,3.169235654,-0.498765128,7.780944542,0.9519,1.49847102,1.458727173,0.937924062,2.283711122,2264,145.4031797,49.84710197,6.562909906,6.323512282,1.348284113,13.09954093,0.99615,2.079029504,1.983485205,1.174264453,3.503634158,2494,263.1479513,107.9029504
E02000052,5.929868281,5.769138871,1.432901406,11.44483257,0.996025,1.983487265,1.916816669,1.191668945,3.172503406,2295,258.3820602,98.34872646,5.244316902,5.021793801,0.695672459,10.97134297,0.989975,1.933220033,1.849284093,1.097033842,3.241045508,2500,209.7726761,93.32200328
E02000053,4.866533966,4.71642128,0.715563429,9.874237488,0.990325,1.757953882,1.707022811,1.090796518,2.717889883,2773,175.4970778,75.7953882,4.687147873,4.504754554,0.666767353,9.74147019,0.991125,2.058346996,1.966419729,1.115416249,3.529475516,2643,177.3419551,105.8346996
E02000054,6.352556481,6.216797579,1.994624904,11.43780392,0.9984,2.387129856,2.309883184,1.322492144,3.891588998,1655,383.8402707,138.7129856,3.300129353,3.176914336,0.035763135,7.308914034,0.976525,1.847215923,1.769708653,1.007089419,3.145525298,1643,200.8599728,84.72159229
E02000055,8.232584804,8.059895845,1.883145743,15.67724803,0.995475,1.913452283,1.861852533,1.167948027,2.969185505,2427,339.2082737,91.34522828,6.334885298,6.078494983,-0.109664629,14.20050604,0.9727,1.653304124,1.59220642,0.990994989,2.655015598,2407,263.1859284,65.33041235
E02000056,8.84249621,8.63006074,3.414333571,15.46804896,0.999775,2.254636899,2.18397003,1.402038226,3.527616876,2289,386.3038973,125.4636899,4.921734243,4.785320615,-0.523869731,11.16829919,0.9609,1.673973913,1.628404605,0.945581574,2.67638878,2705,181.9495099,67.39739126
E02000057,2.804210091,2.7184471,-0.384063533,6.464215204,0.956,1.587709051,1.542775654,0.937756033,2.494683962,1464,191.5444051,58.7709051,3.00988967,2.876215808,-0.815101573,7.574037248,0.935925,1.582562004,1.520378013,0.879358572,2.629065703,1468,205.0333563,58.25620044
E02000058,8.279786563,8.063526852,2.623443513,15.2092197,0.9989,2.149928153,2.075593344,1.298898335,3.413343731,2393,346.0002742,114.9928153,1.344213884,1.234174805,-3.479384381,6.760640362,0.692075,1.196479627,1.149902269,0.66515159,1.992618228,2727,49.29277169,19.64796275
E02000059,7.862223681,7.72079322,2.865980777,13.67580339,0.9994,2.257832488,2.201389248,1.364541045,3.468538833,2547,308.6856569,125.7832488,5.501212944,5.333035067,0.402009966,11.48072112,0.9823,1.896469998,1.830517907,1.049032014,3.113925126,2475,222.27123,89.64699983
E02000060,10.55309515,10.29333019,4.179373031,18.33215761,0.99985,2.226885899,2.163451733,1.413303863,3.387793502,2233,472.5971856,122.6885899,9.485978119,9.312140739,1.119997267,18.76081204,0.987025,1.889207853,1.839873381,1.079582418,2.982167231,2277,416.5998296,88.92078527
E02000061,9.314051546,9.100097707,3.195213096,16.58777286,0.999425,2.175115328,2.104701396,1.322536463,3.416261451,2118,439.7569191,117.5115328,10.13072218,9.853052789,3.380765734,18.54549539,0.99955,2.181843677,2.110697007,1.326522846,3.443558277,2136,474.2847462,118.1843677
E02000062,2.391464724,2.311340547,-0.144333711,5.325110889,0.9666,1.620411534,1.574619133,0.971009016,2.530140173,1331,179.6742843,62.04115339,4.83479758,4.676018445,0.36604991,10.17966402,0.98315,1.968744919,1.896893423,1.054980339,3.29743397,1561,309.7243805,96.87449194
E02000063,3.650074615,3.531229341,-0.075053035,7.997118334,0.97245,1.660166697,1.609158951,0.989019675,2.610390551,1793,203.5735982,66.01666972,5.053548431,4.866156422,0.774439891,10.46683693,0.991925,2.091106373,1.997824581,1.127682291,3.576543623,1792,282.0060509,109.1106373
E02000064,2.015400715,1.932962075,-1.046814787,5.603184809,0.8904,1.400573357,1.358236847,0.839027302,2.220391273,1340,150.4030384,40.05733571,2.926734579,2.789033585,-0.354004775,7.020722727,0.958375,1.735275115,1.655067198,0.934195046,3.013014295,1517,192.9291087,73.52751145
E02000065,1.870193066,1.790496888,-0.924877436,5.158942213,0.894775,1.47954117,1.416912079,0.828239817,2.486832583,1801,103.8419248,47.954117,1.166653011,1.083682801,-2.567282407,5.295026785,0.724825,1.241009186,1.186951716,0.660447319,2.111143089,1915,60.92182827,24.10091856
E02000066,5.400872778,5.233217242,0.03864746,11.62288678,0.97605,1.680511293,1.629419404,1.004006303,2.63510272,2138,252.6133198,68.05112934,3.90057364,3.780481687,-0.768880271,9.185499644,0.946875,1.681044047,1.619895049,0.902838701,2.79147494,2211,176.4167182,68.10440468
E02000067,4.074913766,3.92695293,-0.252703351,9.245052146,0.966225,1.624209293,1.570868185,0.970050981,2.582841022,2013,202.429894,62.42092931,4.616316815,4.429706754,-0.644007661,10.90216997,0.9544,1.66835499,1.602352325,0.930075638,2.787482068,2132,216.525179,66.83549898
E02000068,2.655224322,2.557401758,-0.63565798,6.488971814,0.9402,1.573909556,1.518497454,0.899321002,2.567210732,1530,173.5440733,57.39095557,1.839346155,1.728480904,-2.075404372,6.408407179,0.803675,1.342817694,1.28442886,0.728738872,2.285958828,1611,114.1741872,34.28176938
E02000069,4.018804838,3.913051611,-0.408812823,9.13234612,0.9621,1.626346088,1.582599521,0.950283062,2.565861356,1528,263.0107878,62.63460878,2.584143972,2.399283125,-2.77412708,8.827656731,0.809025,1.298218158,1.252966783,0.757060059,2.086096134,1691,152.8175028,29.82181583
E02000070,1.735560058,1.635913469,-2.479394565,6.548387482,0.773575,1.210370182,1.182092324,0.763632865,1.817532563,1963,88.41365552,21.03701823,0.011255178,-0.091826092,-4.449522026,5.021908899,0.484325,1.023631376,0.989789771,0.59101283,1.645800133,2277,0.494298541,2.363137646
E02000071,1.221684642,1.139077884,-2.375795138,5.29179495,0.730825,1.201056345,1.165406195,0.718495503,1.897953643,1722,70.94568188,20.10563447,3.3828709,3.23698247,-0.718537236,8.335776103,0.9424,1.678443904,1.603551084,0.895178683,2.891300546,1894,178.609868,67.8443904
E02000072,5.377458341,5.183689444,-0.094853423,11.94443477,0.972925,1.635114455,1.583155631,0.991007755,2.569045133,2304,233.3966294,63.5114455,3.940815287,3.714348605,-1.732773223,10.78230834,0.9028,1.453684539,1.397934953,0.844975346,2.378776154,2653,148.5418503,45.3684539
E02000073,4.230961228,4.076318796,-1.216153122,10.48009494,0.933975,1.412668612,1.381676401,0.902270815,2.101912578,2761,153.2401749,41.26686122,2.189668773,2.077445411,-3.982174301,8.916156795,0.746825,1.218810232,1.183097229,0.713475249,1.915138806,2985,73.35573779,21.88102324
E02000074,3.424480561,3.275542489,-0.705885428,8.421631809,0.942075,1.464299786,1.421732142,0.919863468,2.255486798,1868,183.3233705,46.42997863,4.614049568,4.370075003,-0.906317057,11.51718565,0.944325,1.525486099,1.473628788,0.915950246,2.429105769,2127,216.9275772,52.54860987
E02000075,3.045664246,2.920233264,-1.841880257,8.782659868,0.873575,1.367308261,1.326704368,0.828434852,2.149577554,2220,137.1920832,36.73082612,0.972750047,0.8056554,-4.432708587,7.287991894,0.61075,1.121189801,1.077065384,0.647851264,1.841509558,2473,39.3348179,12.11898015
E02000077,4.257575242,4.130379694,-0.648178737,9.916430388,0.9535,1.5855312,1.534851626,0.9312694,2.519509242,1851,230.0148699,58.55312004,2.664373862,2.48272458,-2.328411119,8.686326607,0.833175,1.350274941,1.293132893,0.7713744,2.256066153,2181,122.1629465,35.02749413
E02000078,0.341938412,0.254894537,-3.597777582,4.802618363,0.546475,1.061605656,1.02983012,0.647634149,1.648469185,1880,18.18821343,6.160565611,3.254411554,3.035730413,-2.056800398,9.853629322,0.865775,1.363714662,1.315055679,0.814656558,2.201015952,2136,152.3600915,36.37146617
E02000079,4.48313091,4.298958046,-1.865134371,11.90992795,0.907375,1.35164749,1.320438617,0.880230514,2.004572279,1968,227.8013674,35.16474897,15.99767881,15.62170088,5.36066042,28.84134508,0.9995,1.975181629,1.927497017,1.277397501,2.952769895,2433,657.5289275,97.51816286
E02000080,4.935631072,4.768772922,-1.054994047,11.77102617,0.947,1.512634861,1.46938043,0.913978875,2.347080203,2326,212.1939412,51.2634861,4.016927761,3.834541612,-1.867455153,10.78974982,0.906325,1.473490829,1.421429838,0.836120665,2.395107081,2721,147.6268931,47.3490829
E02000081,3.076605155,2.949055031,-1.541904477,8.398436379,0.89655,1.397418417,1.356134596,0.84664201,2.187818276,1919,160.3233536,39.74184167,5.704605337,5.479525993,-0.076474964,12.88832825,0.973225,1.660325647,1.60545648,0.992822382,2.644891619,2338,243.9950957,66.03256465
E02000082,2.648337726,2.510054681,-1.634558824,7.679289274,0.874025,1.32264144,1.288628996,0.836358124,1.994827173,2222,119.1871164,32.26414401,0.903683312,0.763890899,-3.342438924,5.931349746,0.6359,1.123000722,1.087004284,0.676007461,1.76945896,2341,38.60244819,12.30007222
E02000083,0.61985934,0.49014601,-3.937685038,5.970303509,0.577225,1.073327392,1.044630007,0.686627828,1.628524906,2542,24.38471046,7.332739185,3.824776861,3.637907422,-1.856203073,10.52041511,0.8976,1.452141191,1.400578012,0.832863453,2.35627047,2633,145.2630786,45.21411907
E02000084,4.85041291,4.73382164,-1.49909547,11.9513161,0.925425,1.426042574,1.395812229,0.894659646,2.127254818,2760,175.7395982,42.60425745,0.462415443,0.353751958,-5.133239391,6.541870761,0.55265,1.063561638,1.031972722,0.62291721,1.688358675,3026,15.28140922,6.356163841
E02000085,1.638363722,1.503599695,-1.993566375,6.01024762,0.785075,1.237348388,1.198761129,0.771163752,1.919029862,1771,92.51065626,23.73483884,2.819436987,2.648785741,-1.755778248,8.353023361,0.874825,1.413524485,1.354903506,0.806196319,2.370488387,2099,134.3228674,41.35244849
E02000086,3.125865064,3.012769472,-0.991155336,7.906754138,0.925725,1.444089949,1.404824521,0.886738351,2.229407407,1866,167.5168845,44.40899488,1.917659972,1.756744904,-1.68048776,6.389233574,0.834425,1.358672754,1.295008233,0.765498369,2.317199813,2089,91.79798815,35.86727542
E02000087,3.092376224,2.9365436,-1.850621098,8.873061617,0.875825,1.342089227,1.302227614,0.835604176,2.070294278,2126,145.4551375,34.20892271,6.921622014,6.706948334,0.040809939,15.06834557,0.975625,1.715994398,1.661444298,1.002936807,2.72560577,2354,294.0366191,71.59943979
E02000088,2.494849018,2.418002037,-2.093798885,7.598184705,0.85135,1.312072933,1.282844087,0.798125619,2.005382165,1861,134.0595926,31.20729332,5.118659265,4.92346706,0.161501414,11.22017764,0.979175,1.757618627,1.699204123,1.018972407,2.836673064,2179,234.90864,75.76186266
E02000089,7.618101749,7.392017097,0.87548957,15.69005954,0.98695,1.739785175,1.687461121,1.068181326,2.721786532,1955,389.6727237,73.97851753,10.10357842,9.789318164,2.770912173,19.18334626,0.99795,2.010022536,1.942876204,1.224336544,3.196373647,2252,448.6491305,101.0022536
E02000090,7.032162545,6.81362779,0.431801504,14.917925,0.9823,1.580094424,1.542326913,1.029771279,2.355326303,2032,346.0709914,58.00944244,26.17059602,25.67238141,11.52676268,43.83151166,0.999675,2.233625851,2.176291083,1.462438369,3.377443123,2604,1005.015208,123.3625851
E02000091,8.291361773,8.073143842,0.773607562,16.94284091,0.984375,1.674078733,1.636390556,1.051582448,2.508772473,2366,350.4379448,67.4078733,14.34879535,13.93574552,3.675442861,27.25680445,0.99715,1.90639297,1.846589248,1.193693519,2.9596254,3050,470.4523064,90.63929698
E02000092,5.028814731,4.87728982,0.678316286,10.27939056,0.98925,1.773173542,1.714651059,1.0853991,2.797580193,1394,360.7471112,77.31735418,2.252969155,2.115407849,-3.326364118,8.441497405,0.78005,1.257534134,1.215575023,0.727616509,2.021774499,1766,127.5746973,25.75341339
E02000093,6.727866558,6.570624549,1.123332412,13.16615324,0.99105,1.779507589,1.735109483,1.106536966,2.686754426,2401,280.2110187,77.95075888,9.497271778,9.229402403,2.492133449,18.01803102,0.996725,2.228342473,2.14252767,1.245534827,3.697978843,2533,374.9416415,122.8342473
E02000094,4.7548672,4.628372821,0.911810716,9.350735683,0.9935,1.894357442,1.835263307,1.134542306,2.993751155,1981,240.023584,89.43574418,3.023750666,2.875690422,-0.90364053,7.782815132,0.926875,1.519013254,1.463848666,0.879827437,2.473607057,2101,143.9195938,51.90132539
E02000095,7.723270385,7.545207357,1.9817525,14.4981712,0.99705,1.887444935,1.842527334,1.188519917,2.833997105,2246,343.867782,88.74449349,3.69768435,3.550043201,-1.017100503,9.269822339,0.933925,1.557921749,1.502129238,0.881157479,2.543977039,2356,156.9475531,55.79217491
E02000096,4.512745112,4.405690595,0.14085205,9.545732766,0.9788,1.729530027,1.672893941,1.01823626,2.766001158,1839,245.3912514,72.95300273,3.566195226,3.438774374,-1.519473329,9.384585649,0.9113,1.524558364,1.470212877,0.83779367,2.532637682,2006,177.776432,52.45583636
E02000097,5.236056342,5.074182872,1.053908734,10.30419403,0.9942,1.84960899,1.790296399,1.139397386,2.887552092,2036,257.1736907,84.96089901,2.516809146,2.360666559,-1.676649062,7.669149949,0.859825,1.405180874,1.340420319,0.800740018,2.371116635,2152,116.9520979,40.51808739
E02000098,12.11871703,11.87184248,5.859842212,19.53330129,1,2.827257373,2.74657306,1.719722807,4.364698721,1800,673.2620571,182.7257373,12.62336034,12.34773769,4.616706602,22.17863329,0.99945,2.377713487,2.304486986,1.407713199,3.77735999,1949,647.683958,137.7713487
E02000099,2.791225724,2.714266928,-0.341613343,6.387269156,0.958075,1.607303461,1.558768919,0.943548061,2.544851048,1764,158.2327508,60.73034611,3.627551359,3.484525517,-0.534560736,8.614995311,0.953225,1.703788476,1.636962543,0.924707646,2.876285678,1915,189.4282694,70.37884765
